country_code,region_name,iata,icao,airport,latitude,longitude
US,Wyoming,BPI,KBPI,Miley Memorial Field,42.5851,-110.111
US,Wyoming,BYG,KBYG,Johnson County Airport,44.3811,-106.722
US,Wyoming,COD,KCOD,Yellowstone Regional Airport,44.5202,-109.024
US,Wyoming,CPR,KCPR,Casper-Natrona County International Airport,42.908,-106.464
US,Wyoming,CYS,KCYS,Cheyenne Regional Airport (Jerry Olson Field),41.1557,-104.812
US,Wyoming,DGW,KDGW,Converse County Airport,42.7972,-105.386
US,Wyoming,EAN,KEAN,Phifer Airfield,42.0555,-104.929
US,Wyoming,ECS,KECS,Mondell Field,43.8854,-104.318
US,Wyoming,EMM,KEMM,Kemmerer Municipal Airport,41.8241,-110.557
US,Wyoming,EVW,KEVW,Evanston-Uinta County Burns Field,41.2748,-111.035
US,Wyoming,FBR,KFBR,Fort Bridger Airport,41.3919,-110.407
US,Wyoming,GCC,KGCC,Gillette-Campbell County Airport,44.3489,-105.539
US,Wyoming,GEY,KGEY,South Big Horn County Airport,44.5168,-108.083
US,Wyoming,JAC,KJAC,Jackson Hole Airport,43.6073,-110.738
US,Wyoming,LAR,KLAR,Laramie Regional Airport,41.3121,-105.675
US,Wyoming,LND,KLND,Hunt Field,42.8152,-108.73
US,Wyoming,LSK,KLSK,Lusk Municipal Airport,42.7538,-104.405
US,Wyoming,POY,KPOY,Powell Municipal Airport,44.8672,-108.793
US,Wyoming,PWY,KPNA,Ralph Wenz Field,42.7955,-109.807
US,Wyoming,RIW,KRIW,Central Wyoming Regional Airport,43.0642,-108.46
US,Wyoming,RKS,KRKS,Southwest Wyoming Regional Airport,41.5942,-109.065
US,Wyoming,RWL,KRWL,Rawlins Municipal Airport (Harvey Field),41.8056,-107.2
US,Wyoming,SAA,KSAA,Shively Field,41.4449,-106.824
US,Wyoming,SHR,KSHR,Sheridan County Airport,44.7692,-106.98
US,Wyoming,THP,KTHP,Hot Springs County-Thermopolis Municipal Airport,43.7136,-108.39
US,Wyoming,TOR,KTOR,Torrington Municipal Airport,42.0645,-104.153
US,Wyoming,WRL,KWRL,Worland Municipal Airport,43.9657,-107.951
UY,Artigas,ATI,SUAG,Artigas International Airport,-30.4007,-56.5079
UY,Artigas,BUV,SUBU,Placeres Airport,-30.3333,-57.0833
UY,Cerro Largo,MLZ,SUMO,Cerro Largo International Airport,-32.3379,-54.2167
UY,Colonia,CYR,SUCA,Colonia Airport (Laguna de los Patos Intn'l Airport),-34.4564,-57.7706
UY,Durazno,DZO,SUDU,Santa Bernardina International Airport,-33.3589,-56.4992
UY,Maldonado,PDP,SULS,Capitan de Corbeta Carlos A. Curbelo International Airport,-34.8551,-55.0943
UY,Montevideo,MVD,SUMU,Carrasco Gral. Cesareo L. Berisso International Airport,-34.8384,-56.0308
UY,Paysandu,PDU,SUPU,Tydeo Larre Borges International Airport,-32.3633,-58.0619
UY,Rivera,RVY,SURV,Pres. Gral. Oscar D. Gestido International Airport,-30.9746,-55.4762
UY,Rivera,VCH,SUVO,Vichadero Airport,-31.767,-54.617
UY,Salto,STY,SUSO,Nueva Hesperides International Airport,-31.4385,-57.9853
UY,Tacuarembo,TAW,SUTB,Tacuarembo Airport,-31.749,-55.9258
UY,Treinta y Tres,TYT,SUTR,Treinta y Tres Airport,-33.1957,-54.3472
UZ,-,TAS,UTTT,Tashkent International Airport,41.2579,69.2812
UZ,Andijon,AZN,UTKA,Andizhan Airport,40.7277,72.294
UZ,Buxoro,AFS,UTSN,Zarafshan Airport,41.6139,64.2332
UZ,Buxoro,BHK,UTSB,Bukhara International Airport,39.775,64.4833
UZ,Farg'ona,FEG,UTKF,Fergana International Airport,40.3588,71.745
UZ,Namangan,NMA,UTFN,Namangan Airport,40.9846,71.5567
UZ,Navoiy,NVI,UTSA,Navoi International Airport,40.1172,65.1708
UZ,Qashqadaryo,KSQ,UTSK,Karshi Airport,38.8336,65.9215
UZ,Qoraqalpog'iston Respublikasi,NCU,UTNN,Nukus Airport,42.4884,59.6233
UZ,Samarqand,SKD,UTSS,Samarkand International Airport,39.7005,66.9838
UZ,Surxondaryo,TMJ,UTST,Termez Airport,37.2867,67.31
UZ,Xorazm,UGC,UTNU,Urgench International Airport,41.5843,60.6417
VC,Grenadines,BQU,TVSB,J. F. Mitchell Airport,12.9884,-61.262
VC,Grenadines,CIW,TVSC,Canouan Airport,12.699,-61.3424
VC,Grenadines,MQS,TVSM,Mustique Airport,12.8879,-61.1802
VC,Grenadines,PLI,,Palm Island Airport,12.587,-61.397
VC,Grenadines,UNI,TVSU,Union Island Airport,12.6001,-61.4119
VC,Saint George,SVD,TVSA,Argyle International Airport,13.1443,-61.2109
VE,Amazonas,PYH,SVPA,Cacique Aramare Airport,5.61999,-67.6061
VE,Anzoategui,AAO,SVAN,Anaco Airport,9.43023,-64.4707
VE,Anzoategui,BLA,SVBC,General Jose Antonio Anzoategui International Airport,10.1111,-64.6922
VE,Anzoategui,ELX,,El Tigre Airport,9.57,-62.4367
VE,Anzoategui,SOM,SVST,San Tome Airport,8.94515,-64.1511
VE,Apure,EOZ,SVEZ,Elorza Airport,7.08333,-69.5333
VE,Apure,GDO,SVGD,Guasdualito Airport (Vare Maria Airport),7.23333,-70.8
VE,Apure,PPZ,,Puerto Paez Airport,6.23333,-67.4336
VE,Apure,PTM,SVPT,Palmarito Airport,7.56667,-70.1833
VE,Apure,SFD,SVSR,Las Flecheras Airport,7.88332,-67.444
VE,Barinas,BNS,SVBI,Barinas Airport,8.615,-70.2142
VE,Barinas,SBB,SVSB,Santa Barbara de Barinas Airport,7.80351,-71.1657
VE,Bolivar,CAJ,SVCN,Canaima Airport,6.23199,-62.8544
VE,Bolivar,CBL,SVCB,Tomas de Heres Airport,8.12216,-63.537
VE,Bolivar,CXA,SVCD,Caicara del Orinoco Airport,7.62551,-66.1628
VE,Bolivar,EOR,SVED,El Dorado Airport,6.73333,-61.5833
VE,Bolivar,ICA,SVIC,Icabaru Airport,4.33632,-61.7396
VE,Bolivar,ICC,SVIE,Andres Miguel Salazar Marcano Airport,10.7944,-63.9816
VE,Bolivar,KAV,SVKA,Kavanayen Airport,5.633,-61.783
VE,Bolivar,KTV,SVKM,Kamarata Airport,5.75,-62.416
VE,Bolivar,PPH,,Parai-tepui Airport,4.56667,-61.4833
VE,Bolivar,PZO,SVPR,Manuel Carlos Piar Guayana Airport,8.28853,-62.7604
VE,Bolivar,SNV,SVSE,Santa Elena de Uairen Airport,4.555,-61.15
VE,Bolivar,TMO,SVTM,Tumeremo Airport,7.24938,-61.5289
VE,Bolivar,URM,SVUM,Uriman Airport,5.33333,-62.7667
VE,Carabobo,MYC,SVBS,Mariscal Sucre Airport,10.25,-67.6494
VE,Carabobo,PBL,SVPC,Bartolome Salom Airport,10.4805,-68.073
VE,Carabobo,VLN,SVVA,Arturo Michelena International Airport,10.1497,-67.9284
VE,Delta Amacuro,PDZ,SVPE,Pedernales Airport,9.97924,-62.2286
VE,Delta Amacuro,TUV,SVTC,San Rafael Airport,9.08899,-62.0942
VE,Falcon,CZE,SVCR,Jose Leonardo Chirino Airport,11.4149,-69.6809
VE,Falcon,LSP,SVJC,Josefa Camejo International Airport,11.7808,-70.1515
VE,Guarico,CLZ,SVCL,Calabozo Airport,8.92466,-67.4171
VE,Guarico,VDP,SVVP,Valle de la Pascua Airport,9.22203,-65.9936
VE,Lara,BRM,SVBM,Jacinto Lara International Airport,10.0427,-69.3586
VE,Lara,VCR,SVCO,Carora Airport,10.1756,-70.0652
VE,Merida,MRD,SVMD,Alberto Carnevalli Airport,8.58208,-71.161
VE,Merida,VIG,SVVG,Juan Pablo Perez Alfonzo Airport,8.62414,-71.6727
VE,Miranda,LRV,SVRS,Los Roques Airport,11.95,-66.67
VE,Monagas,MUN,SVMT,Jose Tadeo Monagas International Airport,9.75453,-63.1474
VE,Nueva Esparta,PMV,SVMG,Santiago Marino Caribbean International Airport,10.9126,-63.9666
VE,Portuguesa,AGV,SVAC,Oswaldo Guevara Mujica Airport,9.55338,-69.2379
VE,Portuguesa,GUQ,SVGU,Guanare Airport,9.02694,-69.7551
VE,Sucre,CUM,SVCU,Antonio Jose de Sucre Airport,10.4503,-64.1305
VE,Sucre,CUP,SVCP,General Jose Francisco Bermudez Airport,10.66,-63.2617
VE,Sucre,GUI,SVGI,Guiria Airport,10.5741,-62.3127
VE,Tachira,LFR,SVLF,La Fria Airport,8.23917,-72.271
VE,Tachira,SCI,SVPM,Paramillo Airport,7.80132,-72.2029
VE,Tachira,STD,SVSO,Mayor Buenaventura Vivas Airport,7.56538,-72.0351
VE,Tachira,SVZ,SVSA,Juan Vicente Gomez International Airport,7.84083,-72.4397
VE,Trujillo,VLV,SVVL,Dr. Antonio Nicolas Briceno Airport,9.34048,-70.5841
VE,Vargas,CCS,SVMI,Simon Bolivar International Airport,10.6012,-66.9912
VE,Yaracuy,SNF,SVSP,Sub Teniente Nestor Arias Airport,10.2787,-68.7552
VE,Zulia,CBS,SVON,Oro Negro Airport,10.3307,-71.3225
VE,Zulia,CUV,SVCG,Casigua El Cubo Airport,8.75814,-72.5363
VE,Zulia,LGY,,Lagunillas Airport,10.124,-71.238
VE,Zulia,MAR,SVMC,La Chinita International Airport,10.5582,-71.7279
VE,Zulia,STB,SVSZ,Miguel Urdaneta Fernandez Airport,8.97455,-71.9433
VG,"Virgin Islands, British",EIS,TUPJ,Terrance B. Lettsome International Airport,18.4448,-64.543
VG,"Virgin Islands, British",NGD,TUPA,Auguste George Airport,18.7272,-64.3297
VG,"Virgin Islands, British",RAD,,Road Town Seaplane Base,18.45,-64.6
VG,"Virgin Islands, British",TOV,,West End Seaplane Base,18.45,-64.5833
VG,"Virgin Islands, British",VIJ,TUPW,Virgin Gorda Airport,18.4464,-64.4275
VI,"Virgin Islands, U.S.",SJF,,Cruz Bay Seaplane Base,18.3315,-64.796
VI,"Virgin Islands, U.S.",SPB,,Charlotte Amalie Harbor Seaplane Base (St. Thomas Seaplane Base),18.3386,-64.9407
VI,"Virgin Islands, U.S.",SSB,,Christiansted Harbor Seaplane Base (St. Croix Seaplane Base),17.7472,-64.7049
VI,"Virgin Islands, U.S.",STT,TIST,Cyril E. King Airport,18.3373,-64.9734
VI,"Virgin Islands, U.S.",STX,TISX,Henry E. Rohlsen Airport,17.7019,-64.7986
VN,An Giang,XLO,,Long Xuyen Airport,10.3301,105.473
VN,Ba Ria - Vung Tau,HOO,,Nhon Co Airport,11.9787,107.564
VN,Ba Ria - Vung Tau,VCS,VVCS,Con Dao Airport,8.73183,106.633
VN,Ba Ria - Vung Tau,VTG,VVVT,Vung Tau Airport,10.3725,107.095
VN,Binh Dinh,UIH,VVPC,Phu Cat Airport,13.955,109.042
VN,Ca Mau,CAH,VVCM,Ca Mau Airport,9.17767,105.178
VN,Can Tho,VCA,VVCT,Can Tho International Airport,10.0851,105.712
VN,Da Nang,DAD,VVDN,Da Nang International Airport,16.0439,108.199
VN,Dak Lak,BMV,VVBM,Buon Ma Thuot Airport,12.6683,108.12
VN,Dien Bien,DIN,VVDB,Dien Bien Phu Airport,21.3975,103.008
VN,Gia Lai,PXU,VVPK,Pleiku Airport,14.0045,108.017
VN,Ha Noi,HAN,VVNB,Noi Bai International Airport,21.2212,105.807
VN,Hai Phong,HPH,VVCI,Cat Bi International Airport,20.8194,106.725
VN,Ho Chi Minh,SGN,VVTS,Tan Son Nhat International Airport,10.8188,106.652
VN,Khanh Hoa,CXR,VVCR,Cam Ranh International Airport,11.9982,109.219
VN,Khanh Hoa,NHA,VVNT,Nha Trang Air Base,12.2275,109.192
VN,Kien Giang,PQC,VVPQ,Phu Quoc International Airport,10.1698,103.993
VN,Kien Giang,VKG,VVRG,Rach Gia Airport,9.95803,105.132
VN,Kon Tum,KON,,Kontum Airport,14.35,108.017
VN,Lam Dong,DLI,VVDL,Lien Khuong Airport,11.75,108.367
VN,Nghe An,VII,VVVH,Vinh International Airport,18.7376,105.671
VN,Ninh Thuan,PHA,VVPR,Phan Rang Air Base,11.6335,108.952
VN,Phu Yen,TBB,VVTH,Dong Tac Airport,13.0496,109.334
VN,Quang Binh,VDH,VVDH,Dong Hoi Airport,17.515,106.591
VN,Quang Nam,TMK,,Tam Ky Airport,27.0522,86.8619
VN,Quang Nam,VCL,VVCA,Chu Lai International Airport,15.4033,108.706
VN,Quang Ngai,XNG,,Quang Ngai Airport,15.1155,108.772
VN,Quang Ninh,VDO,VVVD,Van Don International Airport,21.1178,107.414
VN,Soc Trang,SOA,,Soc Trang Airfield,9.5814,105.96
VN,Son La,SQH,VVNS,Na San Airport,21.217,104.033
VN,Thanh Hoa,THD,VVTX,Tho Xuan Airport,19.9017,105.468
VN,Thua Thien-Hue,HUI,VVPB,Phu Bai International Airport,16.4015,107.703
VN,Vinh Long,XVL,,Vinh Long Airport,10.2509,105.945
VU,Malampa,CCV,NVSF,Craig Cove Airport,-16.265,167.924
VU,Malampa,LPM,NVSL,Malekoula Airport (Lamap Airport),-16.4611,167.829
VU,Malampa,NUS,NVSP,Norsup Airport,-16.0797,167.401
VU,Malampa,PBJ,NVSI,Paama Airport,-16.439,168.257
VU,Malampa,SWJ,NVSX,South West Bay Airport,-16.4864,167.447
VU,Malampa,ULB,NVSU,Ulei Airport,-16.3297,168.301
VU,Penama,LNE,NVSO,Lonorore Airport,-15.8656,168.172
VU,Penama,LOD,NVSG,Longana Airport,-15.3067,167.967
VU,Penama,MWF,NVSN,Maewo-Naone Airport,-15,168.083
VU,Penama,RCL,NVSR,Redcliffe Airport,-15.472,167.835
VU,Penama,SSR,NVSH,Sara Airport,-15.4708,168.152
VU,Penama,WLH,NVSW,Walaha Airport,-15.412,167.691
VU,Sanma,OLJ,NVSZ,Olpoi Airport (North West Santo Airport),-14.8817,166.558
VU,Sanma,SON,NVSS,Santo-Pekoa International Airport,-15.505,167.22
VU,Shefa,EAE,NVSE,Siwo Airport,-17.0903,168.343
VU,Shefa,LNB,NVSM,Lamen Bay Airport,-16.5842,168.159
VU,Shefa,TGH,NVST,Tongoa Airport,-16.8911,168.551
VU,Shefa,UIQ,NVVQ,Quoin Hill Airfield,-17.54,168.442
VU,Shefa,VLI,NVVV,Bauerfield International Airport,-17.6993,168.32
VU,Shefa,VLS,NVSV,Valesdir Airport,-16.7961,168.177
VU,Tafea,AUY,NVVA,Anatom Airport,-20.2492,169.771
VU,Tafea,AWD,NVVB,Aniwa Airport,-19.2346,169.601
VU,Tafea,DLY,NVVD,Dillon's Bay Airport,-18.7694,169.001
VU,Tafea,FTA,NVVF,Futuna Airport,-19.5164,170.232
VU,Tafea,IPA,NVVI,Ipota Airport,-18.8564,169.283
VU,Tafea,TAH,NVVW,Whitegrass Airport,-19.4551,169.224
VU,Torba,MTV,NVSA,Mota Lava Airport,-13.666,167.712
VU,Torba,SLH,NVSC,Vanua Lava Airport,-13.8517,167.537
VU,Torba,TOH,NVSD,Torres Airport,-13.328,166.638
VU,Torba,ZGU,NVSQ,Gaua Airport,-14.2181,167.587
WF,Uvea,FUT,NLWF,Pointe Vele Airport,-14.3114,-178.066
WF,Uvea,WLS,NLWW,Hihifo Airport,-13.2383,-176.199
WS,Fa'asaleleaga,MXS,NSMA,Maota Airport,-13.7423,-172.258
WS,Tuamasaga,AAU,NSAU,Asau Airport,-13.5051,-172.628
WS,Tuamasaga,APW,NSFA,Faleolo International Airport,-13.83,-172.008
WS,Tuamasaga,FGI,NSFI,Fagali'i Airport,-13.8487,-171.74
YE,Abyan,DAH,,Dathina Airport,13.9376,45.6592
YE,Abyan,LDR,,Lawdar Airport,13.9376,45.6592
YE,Abyan,UKR,OYMS,Mukeiras Airport,13.9368,45.657
YE,Ad Dali',DHL,ODAL,Dhala Airport,13.6858,44.1389
YE,Adan,ADE,OYAA,Aden International Airport,12.8295,45.0288
YE,Al Bayda',BYD,OYBI,Al Bayda Airport,14.106,45.4411
YE,Al Hudaydah,HOD,OYHD,Hodeida International Airport,14.753,42.9763
YE,Al Hudaydah,KAM,OYKM,Kamaran Airport,15.3633,42.605
YE,Al Mahrah,AAY,OYGD,Al Ghaydah Airport,16.1917,52.175
YE,Al Mahrah,IHN,OYQN,Qishn Airport,15.417,51.683
YE,Dhamar,DMR,,Dhamar Airport,15.4792,44.2197
YE,Hadramawt,GXF,OYSY,Sayun Airport,15.9661,48.7883
YE,Hadramawt,RIY,OYRN,Riyan International Airport,14.6626,49.375
YE,Hadramawt,SCT,OYSQ,Socotra Airport,12.6307,53.9058
YE,Hajjah,EAB,ODAS,Abbs Airport,16.0108,43.1767
YE,Ma'rib,MYN,OYMB,Marib Airport,15.4692,45.3269
YE,Ma'rib,WDA,,Wadi Ain Airport,14.867,45.55
YE,Sa'dah,BUK,,Albuq Airport,17.3467,44.6217
YE,Sa'dah,SYE,OYSH,Saadah Airport,16.967,43.733
YE,San'a,SAH,OYSN,Sana'a International Airport,15.4764,44.2197
YE,San'a',RXA,,Ar Rawdah Airport,14.45,47.283
YE,Shabwah,AXK,OYAT,Ataq Airport,14.5513,46.8262
YE,Shabwah,BHN,OYBN,Beihan Airport,14.782,45.7201
YE,Ta'izz,TAI,OYTZ,Taiz International Airport,13.686,44.1391
YT,Dzaoudzi,DZA,FMCZ,Dzaoudzi-Pamandzi International Airport,-12.8047,45.2811
ZA,Eastern Cape,AFD,FAPA,Port Alfred Airport,-33.5542,26.8777
ZA,Eastern Cape,BIY,FABE,Bhisho Airport,-32.8971,27.2791
ZA,Eastern Cape,CDO,FACD,Cradock Airport,-32.1567,25.6456
ZA,Eastern Cape,ELS,FAEL,East London Airport,-33.0356,27.8259
ZA,Eastern Cape,JOH,FAPJ,Port St. Johns Airport,-31.6059,29.5198
ZA,Eastern Cape,MBM,,Mkambati Airport,-31.2833,29.9667
ZA,Eastern Cape,MZF,FAMW,Wild Coast Sun Airport,-31.25,29.833
ZA,Eastern Cape,PLZ,FAPE,Port Elizabeth Airport,-33.9849,25.6173
ZA,Eastern Cape,UTT,FAUT,Mthatha Airport,-31.5464,28.6734
ZA,Eastern Cape,UTW,FAQT,Queenstown Airport,-31.9202,26.8822
ZA,Free State,BFN,FABL,Bloemfontein Airport,-29.0927,26.3024
ZA,Free State,FCB,FAFB,Ficksburg Airport,-28.8231,27.9089
ZA,Free State,HRS,FAHR,Harrismith Airport,-28.2351,29.1062
ZA,Free State,TCU,FATN,Thaba Nchu Airport,-29.3178,26.8228
ZA,Free State,WEL,FAWM,Welkom Airport,-27.9968,26.6633
ZA,Gauteng,GCJ,FAGC,Grand Central Airport,-25.9863,28.1401
ZA,Gauteng,HLA,FALA,Lanseria International Airport,-25.9385,27.9261
ZA,Gauteng,JNB,FAOR,O. R. Tambo International Airport,-26.1392,28.246
ZA,Gauteng,PRY,FAWB,Wonderboom Airport,-25.6539,28.2242
ZA,Gauteng,QRA,FAGM,Rand Airport,-26.2425,28.1512
ZA,Gauteng,WKF,FAWK,Air Force Base Waterkloof,-25.83,28.2225
ZA,Kwazulu-Natal,DUK,FADK,Dukuduku Airport,-28.3684,32.2481
ZA,Kwazulu-Natal,DUR,FALE,King Shaka International Airport,-29.6144,31.1197
ZA,Kwazulu-Natal,EMG,FAEM,Empangeni Airport,-28.72,31.89
ZA,Kwazulu-Natal,HLW,FAHL,Hluhluwe Airport,-28.0166,32.2752
ZA,Kwazulu-Natal,LAY,FALY,Ladysmith Airport,-28.5817,29.7497
ZA,Kwazulu-Natal,MGH,FAMG,Margate Airport,-30.8574,30.343
ZA,Kwazulu-Natal,MZQ,FAMU,Mkuze Airport,-27.6261,32.0443
ZA,Kwazulu-Natal,NCS,FANC,Newcastle Airport,-27.7706,29.9769
ZA,Kwazulu-Natal,PZB,FAPM,Pietermaritzburg Airport,-29.649,30.3987
ZA,Kwazulu-Natal,PZL,FADQ,Zulu Inyala Airport,-27.8494,32.3097
ZA,Kwazulu-Natal,RCB,FARB,Richards Bay Airport,-28.741,32.0921
ZA,Kwazulu-Natal,ULD,FAUL,Ulundi Airport,-28.3206,31.4165
ZA,Kwazulu-Natal,VIR,FAVG,Virginia Airport,-29.7706,31.0584
ZA,Kwazulu-Natal,VYD,FAVY,Vryheid Airport,-27.7869,30.7964
ZA,Limpopo,ADY,FAAL,Alldays Airport,-22.679,29.0555
ZA,Limpopo,ELL,FAER,Ellisras Airport,-23.7267,27.6883
ZA,Limpopo,GIY,FAGI,Giyani Airport,-23.2833,30.65
ZA,Limpopo,HDS,FAHS,Air Force Base Hoedspruit,-24.3686,31.0487
ZA,Limpopo,INY,,Inyati Airport,-24.7777,31.3855
ZA,Limpopo,KHO,,Khoka Moya Airport,-24.593,31.4151
ZA,Limpopo,LCD,FALO,Louis Trichardt Airport,-23.0619,29.8647
ZA,Limpopo,LDZ,FALD,Londolozi Airport,-24.7478,31.4743
ZA,Limpopo,LTA,FATZ,Tzaneen Airport (Letaba Airport),-23.8244,30.3293
ZA,Limpopo,MEZ,FAMS,Messina Airport,-22.356,29.9862
ZA,Limpopo,MWR,,Motswari Airstrip,-24.1903,31.3864
ZA,Limpopo,PHW,FAPH,Hendrik Van Eck Airport,-23.9372,31.1554
ZA,Limpopo,PTG,FAPP,Polokwane International Airport,-23.8453,29.4586
ZA,Limpopo,THY,FATH,P.R. Mphephu Airport,-23.0769,30.3836
ZA,Limpopo,TSD,,Tshipise Airport,-22.6193,30.1756
ZA,Limpopo,ULX,FAUS,Ulusaba Airstrip,-24.7854,31.3549
ZA,Mpumalanga,AAM,FAMD,Mala Mala Airport,-24.8181,31.5446
ZA,Mpumalanga,GSS,,Sabi Sabi Airport,-24.9474,31.4488
ZA,Mpumalanga,HZV,FAHW,Hazyview Airport,-25.0501,31.1319
ZA,Mpumalanga,KOF,FAKP,Komatipoort Airport,-25.4403,31.93
ZA,Mpumalanga,LLE,FAMN,Malelane Airport,-25.43,31.5767
ZA,Mpumalanga,MQP,FAKN,Kruger Mpumalanga International Airport,-25.3832,31.1056
ZA,Mpumalanga,NGL,FANG,Ngala Airfield,-24.389,31.326
ZA,Mpumalanga,NLP,FANS,Nelspruit Airport,-25.5,30.9138
ZA,Mpumalanga,SZK,FASZ,Skukuza Airport,-24.9609,31.5887
ZA,Mpumalanga,TDT,,Tanda Tula Airport,-24.5336,31.3
ZA,Mpumalanga,ZEC,FASC,Secunda Airport,-26.5241,29.1701
ZA,North-West,KXE,FAKD,Klerksdorp Airport (P.C. Pelser Airport),-26.8711,26.718
ZA,North-West,MBD,FAMM,Mahikeng Airport (Mmabatho Airport),-25.7984,25.548
ZA,North-West,NTY,FAPN,Pilanesberg International Airport,-25.3338,27.1734
ZA,North-West,PCF,FAPS,Potchefstroom Airport,-26.671,27.0819
ZA,North-West,RVO,FARI,Reivilo Airport,-27.5472,24.1725
ZA,North-West,VRU,FAVB,Vryburg Airport,-26.9824,24.7288
ZA,Northern Cape,AGZ,FAAG,Aggeneys Airport,-29.2818,18.8139
ZA,Northern Cape,ALJ,FAAB,Alexander Bay Airport,-28.575,16.5333
ZA,Northern Cape,KIG,,Koingnaas Airport,-30.1878,17.2792
ZA,Northern Cape,KIM,FAKM,Kimberley Airport,-28.8028,24.7652
ZA,Northern Cape,KLZ,FAKZ,Kleinzee Airport,-29.6884,17.094
ZA,Northern Cape,KMH,FAKU,Johan Pienaar Airport,-27.4567,23.4114
ZA,Northern Cape,LMR,FALC,Finsch Mine Airport,-28.3601,23.4391
ZA,Northern Cape,PRK,FAPK,Prieska Airport,-29.6836,22.7706
ZA,Northern Cape,SBU,FASB,Springbok Airport,-29.6893,17.9396
ZA,Northern Cape,SIS,FASS,Sishen Airport,-27.6486,22.9993
ZA,Northern Cape,UTN,FAUP,Upington Airport,-28.3991,21.2602
ZA,Western Cape,CPT,FACT,Cape Town International Airport,-33.9648,18.6017
ZA,Western Cape,GRJ,FAGG,George Airport,-34.0056,22.3789
ZA,Western Cape,MZY,FAMO,Mossel Bay Airport,-34.1583,22.0586
ZA,Western Cape,OUH,FAOH,Oudtshoorn Airport,-33.607,22.189
ZA,Western Cape,OVG,FAOB,Air Force Base Overberg,-34.5549,20.2507
ZA,Western Cape,PBZ,FAPG,Plettenberg Bay Airport,-34.0882,23.3287
ZA,Western Cape,ROD,FARS,Robertson Airfield,-33.8122,19.9028
ZA,Western Cape,SDB,FALW,Air Force Base Langebaanweg,-32.9689,18.1603
ZA,Western Cape,VRE,FAVR,Vredendal Airport,-31.641,18.5448
ZM,-,JEK,,Jeki Airstrip,-15.6334,29.6036
ZM,Copperbelt,CGJ,,Kasompe Airport,-12.5728,27.8939
ZM,Copperbelt,KIW,FLSO,Southdowns Airport,-12.9005,28.1499
ZM,Copperbelt,NLA,FLND,Simon Mwansa Kapwepwe International Airport,-12.9981,28.6649
ZM,Eastern,CIP,FLCP,Chipata Airport,-13.5583,32.5872
ZM,Eastern,MFU,FLMF,Mfuwe Airport,-13.2589,31.9366
ZM,Luapula,MNS,FLMA,Mansa Airport,-11.137,28.8726
ZM,Lusaka,LUN,FLLS,Kenneth Kaunda International Airport,-15.3308,28.4526
ZM,Lusaka,RYL,,Royal Airstrip,-15.7255,29.3021
ZM,North-Western,BBZ,FLZB,Zambezi Airport,-13.537,23.1081
ZM,North-Western,SLI,FLSW,Solwezi Airport,-12.1737,26.3651
ZM,Northern,KAA,FLKS,Kasama Airport,-10.2167,31.1333
ZM,Northern,MMQ,FLBA,Mbala Airport,-8.85917,31.3364
ZM,Northern,ZKB,FLKY,Kasaba Bay Airport,-8.525,30.663
ZM,Southern,LVI,FLLI,Harry Mwanga Nkumbula International Airport,-17.8218,25.8227
ZM,Southern,ZGM,FLNA,Ngoma Airport,-15.9658,25.9333
ZM,Western,KLB,FLKL,Kalabo Airport,-14.9983,22.6454
ZM,Western,KMZ,FLKO,Kaoma Airport,-14.8,24.783
ZM,Western,LXU,FLLK,Lukulu Airport,-14.3748,23.2495
ZM,Western,MNR,FLMG,Mongu Airport,-15.2545,23.1623
ZM,Western,SJQ,FLSS,Sesheke Airport,-17.4763,24.3047
ZM,Western,SXG,FLSN,Senanga Airport,-16.113,23.2982
ZW,Bulawayo,BUQ,FVBU,Joshua Mqabuko Nkomo International Airport,-20.0174,28.6179
ZW,Harare,HRE,FVHA,Robert Gabriel Mugabe International Airport,-17.9318,31.0928
ZW,Manicaland,CHJ,FVCH,Chipinge Airport,-20.2067,32.6283
ZW,Manicaland,UTA,FVMU,Mutare Airport,-18.9975,32.6272
ZW,Mashonaland West,BZH,,Bumi Hills Airstrip,-16.817,28.35
ZW,Mashonaland West,KAB,FVKB,Kariba Airport,-16.5198,28.885
ZW,Masvingo,BFO,FVCZ,Buffalo Range Airport,-21.0081,31.5786
ZW,Masvingo,MJW,FVMH,Mahenye Airport,-21.231,32.3336
ZW,Masvingo,MVZ,FVMV,Masvingo Airport,-20.0553,30.8591
ZW,Matabeleland North,HWN,FVWN,Hwange National Park Airport,-18.6299,27.021
ZW,Matabeleland North,VFA,FVFA,Victoria Falls Airport,-18.0959,25.839
ZW,Matabeleland North,WKI,FVWT,Hwange Town Airport,-18.363,26.5198
ZW,Midlands,GWE,FVTL,Thornhill Air Base,-19.4364,29.8619
